sentiment,comment
nostalgia,"Wow this song is 1981-2, Tasmania, After School Care and Women's shelter with my mum and sister's. I remember singing this to one of the ladies of the shelter on her birthday. Love Tassie, miss those years."
not nostalgia,"early 80s pop songs are classics, more than any other era many of them still get huge radio and streaming broadcast!"
nostalgia,Best  song ever. I remember when I stood in the middle of my mom and dad. While my dad was driving  his 62 Chevy flatbed.  I would say momma say. Lol. Rip mom and dad. I was only 4-6 years old. Wow  time has passed. But not forgotten.
nostalgia,Brings sweet memories to  mind. Warms my heart! Thank you
nostalgia,Getting nostalgic!   Nothing to beat the songs of the 60s 70s and 80s.
not nostalgia,"True art, true signers , they care about art!!! Good day 80,s and 70's  musics!!!! I wish if I were part of that generation"
nostalgia,Good song... remember this song when I was young and I sang this song to her
not nostalgia,"Sounds more than a bit like Every Breath You Take, and from what I gather it came out before..."
not nostalgia,do you mean to make me cry...am i just another guy
nostalgia,Remind me my childhood....
nostalgia,wow..LEO SAYER songs are ever green for me..remember i loved to play his tracks before leaving for school every single day. Gives me a fresh feeling
not nostalgia,Love is the gift that keeps on giving. Love someone and they will know how to love someone else and on it goes.
not nostalgia,If you can't dance physically you can dance in your mind so keep on dancing  friends!
nostalgia,My girlfriend and I drove from Indiana to Phoenix in 1980 .. I heard this song on at least 20 different radio stations on the way there. Great memories!
nostalgia,"This song brings so many good memories.  Songs back then were much better then. Love it, thank you,"
not nostalgia,i thought this guy was the original singer of this song no.   he is just another elvis
not nostalgia,"Judging by the annoying video, are listeners/viewers to assume that Leo Sayer is in love with himself?  (He certainly does not make me feel like dancing)"
not nostalgia,Sometime I just fell like singing this song so so loud like insane crazy with full of unsaid tears n sorrow in my eye 
nostalgia,i remember my high school&my girl friend in  1998
not nostalgia,"How bizarre would it be to have Bob Ross painting in the background throughout the entire video for no apparent reason? That would be some seriously hot afro on afro action, and I'm down."
nostalgia,they used to play this all the time in 1980 in Madrid's discos and pubs....wish i had a time machine
nostalgia,"missed the younger days. mine,, many moons ago"
not nostalgia,"Sweet! Daddy's Home brought me here...this was only an instrumental in the film. Haven't thought of this song in 40 years\C9 Yeah, I just dated myself... vintage. :)"
not nostalgia,One of only a couple dozen songs from the 80's or later that can pull me away from my golden oldies and other Adult Standards. A simple message and melody made complete by outstanding orchestration and arranging.
not nostalgia,One day they may countrify this song. Of course it will never be as nice as this version.
nostalgia,love this song bring back good memories...
not nostalgia,I don't understand how someone could dislike this song! This is such a beautiful song it hits right at home.
nostalgia,Classic alright ....brings back so many memories mate .... thank you !!
not nostalgia,Beautiful lyrics and excellent voice. It was far more real singing than the modern music in which singers rely on digital devices to produce better versions.
nostalgia,"Love the song, brings me back to a better place in my life. I miss all of the music from the 50's , 60's, 70's and 80's. Music that you could understand the words to the songs being sung. The songs touched all of the feelings you had inside when you hear these older songs on the radio."
not nostalgia,Class!!!! Very very nice soft-rock-sing!! Real legenda!!! Thank-you very much for the music!!! (fan with young and in real time  too). Health! Good luck in life in family in prof-musical arts!! Love and happiness!! Light future!!
nostalgia,My dad always played this song for mom when i was growing up.....miss you dad
not nostalgia,"Would not every girl want a guy with big hair and a pink suit to sing this to them, i mean come on !! Im currently accepting international dates, if you are pretty and in my age range, ha !  No dudes !"
not nostalgia,I like cutting out pictures like he is doing and making pictures and giving them out as gifts.
nostalgia,I really love this song. My dad always turns 60s-70s song on every time he drives.
